key,cod_produto,categoria_produto,date_from,date_to,version
130,03bb24d19ea7449ce170e0888d830707,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
131,003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
132,02623b0e4e6b951aefb23575de1f3886,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
133,00f2fa1c4397392f20e5627e3220accd,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
134,026311ea0b72ef8c80ebf91efd36b499,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
135,03bca689857bd64cc5c022221113db7e,climatizacao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
136,00f42e56821b1779fbf397fe72639054,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
137,003962cb74a8b43cf1034fed541a76f0,malas_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
138,0268130c8c3e3cac87b5ec4931348c73,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
139,03c0275df9996ed2720b28488c7946d4,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
140,0269bdfd3a4f3d384753cbadc1d742be,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
141,00f8c37377b038c9c791128d2f928111,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
142,026b77b15418f2a8114dfb0026739be4,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
143,03c14a3d479e334e87ee5baf2563811d,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
144,00faa46f36261af8bbf3a4d37fa4841b,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
145,026d610705e01d905582241e68aefefe,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
146,03c1fa561b6e1d70f9fa22ab1f08c762,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
147,026ddfe4a1a29002815e6da024d6128e,eletronicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
148,00fd6afd95fe066db8433832180a5369,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
149,026f43af35e7951067097527d5c31bcc,agro_industria_e_comercio,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
150,03c395f45f46b57acf3db9a696fba6d6,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
151,02706657691ad03bacea6d0d0d69d13d,eletroportateis,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
152,00fefaf41156bb4b0d850fb27da97897,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
153,0271c9f7fe6a29e563ddb672cdcc2968,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
154,00ffe57f0110d73fd84d162252b2c784,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
155,027293c3b6d9e221268d9d6a5ffe5d0b,industria_comercio_e_negocios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
156,0103208eb1ea5a1a7359c0251a65e37a,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
157,027325f946f1b3d8f94c3496e9a59a10,construcao_ferramentas_seguranca,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
158,003a31970fea14fffe92ac856b8a9b97,casa_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
159,03c526c6224e8b74620b3b1ff4d0f3ad,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
160,027bb42a4ef22da4c7a80ecf9c60ba0c,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
161,0103863bf3441460142ec23c74388e4c,NULL,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
162,027cdd14a677a5834bc67a9789db5021,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
163,03c94210a8223f2f0c811f6783fe3d22,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
164,003c0b8f6580c850bd2e32044d2ac307,moveis_cozinha_servico_jantar_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
165,027e1564c58eb02f39089b2b1f28d5e0,fashion_calcados,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
166,0105b5323d24fc655f73052694dbbb3a,pc_gamer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
167,03ccf3bdaa33497fa04d1e2f746a4555,eletroportateis,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
168,0281221c8b9fdc713111952393cba4f3,fashion_bolsas_e_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
169,003dbcabcf8e3231de657c7d9f9a5eba,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
170,01078a94cb29913dfda1a962fd4e3400,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
171,02834e5af210b8a2593eb81eecf40707,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
172,03d03978afe1dc3c70e611629e8d8fe8,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
173,004154251837f6ac124ad4374b3a8148,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
174,02851253400fd18410f8eb4369cff9e1,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
175,01084e8138d03dc691daa19aa6c12471,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
176,0285a1295a18a4d37c11fa446d4c1345,dvds_blu_ray,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
177,0288532d075e4bf58e044c92e68c94cd,livros_tecnicos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
178,03d10117bf5dbd1e4f194566be73de5a,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
179,010951987d78f9d52fbf50a43b690ba1,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
180,0042f1a9a7e0edd1400c6cd0fda065f8,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
181,0288f8dd74b931b4ec7a468fdd6ed040,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
182,028b0b0277744a9eaa2c4f57c24dcb68,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
183,010a3a47c14f1295796c08419f32cef6,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
184,0043c62d00db47eff6a6bc4cf6bfaeda,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
185,03d19e503abb1698d26d630c0017b11e,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
186,0043d1a25ef08fb6f41b8fa6f91742ab,construcao_ferramentas_construcao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
187,03d4233b9e3382adaed9e5c58626f1dc,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
188,03d463c3dea9d1650ce0683b7c964b03,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
189,03d4805d42e229c0fb34e5eb7fee281f,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
190,03d5bcd7db52bee20887c5034650185d,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
191,0044d70d4e53450c0fbb8255446a797b,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
192,03d7ad0ce97624c931b3abde02b5d819,perfumaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
193,010c38887e6a41a5acfea2687515b254,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
194,004552d98c5d3653af8b4dbe8def0048,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
195,028b3574d7619f191a7345161ae590e4,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
196,03d817e5e392e78674ed0bd8195f9159,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
197,010c79af51e82f60de174b6da6060c0a,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
198,028da1c319c010397ad1ea42db816d23,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
199,03da3203e7fba42baf48e3d87cd4b75b,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
200,0290cc426311fb177fe19e513a7dc349,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
201,010c988805cc0a13b9ba455ffc6c8510,papelaria,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
202,0292b46c30348496b1be04eeb440bdb5,NULL,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
203,03dc797f6faaa324fb633c518ff3f326,beleza_saude,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
204,010f24a605e8431fc68562e597f80d63,informatica_acessorios,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
205,02934e6f6fe473ea19f3e42b9deb9b59,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
206,0110573bc9195aa810a4384f189f48f5,moveis_decoracao,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
207,0294e314a033317e28ecc40aee9025e8,pet_shop,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
208,03df27817e9494be978b56cc083a0beb,telefonia,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
209,02965440ee186dd4f7f6e8f962a75c60,moveis_escritorio,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
210,0110986ff84d644fee920efb18577292,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
211,03e1c946c0ddfc58724ff262aef08dff,utilidades_domesticas,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
212,0296dd002a346e3bbdda4e0bc48a5073,moveis_quarto,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
213,0111ab6fb41da433e0f17d3f4ec2c8f5,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
214,03e4e6709b7d6415746769c0bc3e9131,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
215,029e44e66d4690b45077bee6d76799f6,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
216,0112c32bab2fb9a2147b92cdd5f1d3e7,cool_stuff,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
217,03e606af3a694d55bf9abce7f5b07c42,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
218,011377a7487fef47fc9e73fa5f7322a6,bebes,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
219,03e7d29d9988a30815f1f20b6549881f,fashion_calcados,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
220,0116f3b947377cccf0135f8071b54d74,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
221,02a0c276d5a252215b48269dea73a6e7,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
222,03e931f387c2dd5b006aecdb12515b2e,cama_mesa_banho,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
223,01175f0c6182b4410c669417d7e8268f,brinquedos,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
224,02a1edfc6f788c8329299c7244acf2e8,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
225,03e9fcb7adffd8c9e14285c979ea59c9,ferramentas_jardim,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
226,02a3073438c0d024f60e34a05bd340c4,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
227,011967a30ceeaa86acb72e79664544ad,esporte_lazer,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
228,03ed331c2c9bb4cd5c3d986928bc8d9c,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
229,02a56644dd5dbe6884a047f4d9ea52ea,automotivo,"1970-01-01 00:00:00","2038-01-01 00:00:00",1
